cluster,predicted_category,model_score,model_std
NODE_1141_length_28022_cov_5.177602_17,unknown,0.9512773,
NODE_1141_length_28022_cov_5.177602_18,tail,0.87213993,
NODE_1141_length_28022_cov_5.177602_19,unknown,0.7852497,0.15844711661338806
NODE_1141_length_28022_cov_5.177602_20,unknown,0.98865604,0.0034235119819641113
NODE_1141_length_28022_cov_5.177602_23,unknown,0.9236017,0.06480269134044647
NODE_1141_length_28022_cov_5.177602_25,unknown,0.9959401,
NODE_11431_length_9678_cov_5.876338_1,tail,0.93021107,
NODE_11431_length_9678_cov_5.876338_14,unknown,0.97300303,0.009905432350933552
NODE_11431_length_9678_cov_5.876338_2,unknown,0.51588285,
NODE_11431_length_9678_cov_5.876338_5,"moron, auxiliary metabolic gene and host takeover",0.69323415,
NODE_1145_length_35949_cov_7.434418_10,"moron, auxiliary metabolic gene and host takeover",0.9978102,
NODE_1145_length_35949_cov_7.434418_11,unknown,0.31460482,
NODE_1145_length_35949_cov_7.434418_12,other,0.9495891,
NODE_1145_length_35949_cov_7.434418_13,"moron, auxiliary metabolic gene and host takeover",0.97896725,
NODE_1145_length_35949_cov_7.434418_15,"moron, auxiliary metabolic gene and host takeover",0.9725809,0.00838715024292469
NODE_1145_length_35949_cov_7.434418_18,unknown,0.99125177,1.1670978892652784e-05
NODE_1145_length_35949_cov_7.434418_2,unknown,0.8094547,0.11853110790252686
NODE_1145_length_35949_cov_7.434418_23,other,0.9908611,0.008953452110290527
NODE_1145_length_35949_cov_7.434418_28,unknown,0.9968022,0.001208746456541121
NODE_1145_length_35949_cov_7.434418_3,unknown,0.99775326,0.00010807514627231285
NODE_1145_length_35949_cov_7.434418_30,"moron, auxiliary metabolic gene and host takeover",0.93977404,0.034523725509643555
NODE_1145_length_35949_cov_7.434418_34,unknown,0.7793755,0.05755713954567909
NODE_1145_length_35949_cov_7.434418_35,unknown,0.9299385,0.04020487889647484
NODE_1145_length_35949_cov_7.434418_36,unknown,0.99818444,0.0
NODE_1145_length_35949_cov_7.434418_4,unknown,0.9989987,0.0
NODE_1145_length_35949_cov_7.434418_42,tail,0.80577534,
NODE_1145_length_35949_cov_7.434418_5,unknown,0.98153335,0.008677506819367409
NODE_1145_length_35949_cov_7.434418_9,unknown,0.52138704,0.17061565816402435
NODE_114987_length_1285_cov_1.917073_1,head and packaging,0.99286556,
NODE_114987_length_1285_cov_1.917073_2,unknown,0.9846496,
NODE_1151_length_19435_cov_3.264035_17,unknown,0.5721459,0.25447261333465576
NODE_1151_length_19435_cov_3.264035_19,unknown,0.910879,
NODE_1151_length_19435_cov_3.264035_2,other,0.9990585,0.0003013312816619873
NODE_1151_length_19435_cov_3.264035_3,other,0.98965424,0.0013504974776878953
NODE_1151_length_19435_cov_3.264035_5,"moron, auxiliary metabolic gene and host takeover",0.93802786,0.014560654759407043
NODE_1151_length_19435_cov_3.264035_6,unknown,0.2364334,0.026285002008080482
NODE_1151_length_19435_cov_3.264035_8,unknown,0.9727277,
NODE_11524_length_3909_cov_2.315257_1,head and packaging,0.9798298,0.01786252111196518
NODE_11524_length_3909_cov_2.315257_3,other,0.62280065,0.08964365720748901
NODE_11532_length_9532_cov_11.393901_1,head and packaging,0.99979633,
NODE_11532_length_9532_cov_11.393901_6,unknown,0.9546666,0.004539936780929565
NODE_11532_length_9532_cov_11.393901_7,unknown,0.87555087,
NODE_1153_length_19501_cov_6.229405_1,head and packaging,0.4091381,0.4177156388759613
NODE_1153_length_19501_cov_6.229405_1,other,0.5855947,0.4140779674053192
NODE_1153_length_19501_cov_6.229405_15,unknown,0.956478,0.012387377209961414
NODE_1153_length_19501_cov_6.229405_17,"DNA, RNA and nucleotide metabolism",0.44076446,0.12874682247638702
NODE_1153_length_19501_cov_6.229405_4,unknown,0.15430784,0.0623323954641819
NODE_1153_length_19501_cov_6.229405_7,unknown,0.9369911,0.0208121370524168
NODE_1153_length_19501_cov_6.229405_8,unknown,0.44474325,0.0893617570400238
NODE_115481_length_1638_cov_2.371447_1,head and packaging,0.9918521,0.009402806870639324
NODE_1154_length_36807_cov_9.342349_1,other,0.96003675,0.006307725794613361
NODE_1154_length_36807_cov_9.342349_13,unknown,0.9330533,2.2034916469237942e-07
NODE_1154_length_36807_cov_9.342349_14,unknown,0.97868115,0.0030111721716821194
NODE_1154_length_36807_cov_9.342349_16,unknown,0.9932056,0.0006477940478362143
NODE_1154_length_36807_cov_9.342349_17,unknown,0.27884358,0.08947214484214783
NODE_1154_length_36807_cov_9.342349_19,head and packaging,0.46739456,0.18248286843299866
NODE_1154_length_36807_cov_9.342349_2,unknown,0.7946913,0.11644110083580017
NODE_1154_length_36807_cov_9.342349_21,unknown,0.907276,0.003446185030043125
NODE_1154_length_36807_cov_9.342349_22,tail,0.8944075,0.0168437622487545
NODE_1154_length_36807_cov_9.342349_24,unknown,0.8819978,0.047047778964042664
NODE_1154_length_36807_cov_9.342349_25,unknown,0.30560777,0.026000946760177612
NODE_1154_length_36807_cov_9.342349_27,unknown,0.81373703,0.08396919071674347
NODE_1154_length_36807_cov_9.342349_28,unknown,0.38746324,0.10298407822847366
NODE_1154_length_36807_cov_9.342349_29,tail,0.49023792,0.033791325986385345
NODE_1154_length_36807_cov_9.342349_3,unknown,0.40994892,0.03276364132761955
NODE_1154_length_36807_cov_9.342349_35,unknown,0.91707784,
NODE_1154_length_36807_cov_9.342349_5,unknown,0.9946769,0.00030104088364169
NODE_1154_length_36807_cov_9.342349_6,unknown,0.9604383,0.0007686273893341422
NODE_1154_length_36807_cov_9.342349_9,"DNA, RNA and nucleotide metabolism",0.9638858,0.025735508650541306
NODE_11577_length_3404_cov_2.210511_2,transcription regulation,0.38934827,0.09727036207914352
NODE_11584_length_7006_cov_5.820601_2,unknown,0.99886465,
NODE_11584_length_7006_cov_5.820601_3,head and packaging,0.98188984,
NODE_1159_length_13850_cov_5.876984_1,unknown,0.93973315,0.01708916388452053
NODE_1159_length_13850_cov_5.876984_6,unknown,0.862054,0.05678095296025276
NODE_1159_length_13850_cov_5.876984_8,tail,0.9677084,5.960464477539063e-08
NODE_1159_length_13850_cov_5.876984_9,unknown,0.9921455,
NODE_11614_length_7608_cov_6.543095_1,unknown,0.9708427,
NODE_11614_length_7608_cov_6.543095_5,unknown,0.8192595,
NODE_11614_length_7608_cov_6.543095_6,head and packaging,0.7699606,
NODE_11614_length_7608_cov_6.543095_7,head and packaging,0.941258,
NODE_11614_length_7608_cov_6.543095_8,unknown,0.97270876,
NODE_11622_length_7604_cov_6.015499_1,tail,0.80645144,
NODE_11622_length_7604_cov_6.015499_2,unknown,0.41640732,0.25926849246025085
NODE_11622_length_7604_cov_6.015499_3,unknown,0.9959315,0.0036856289952993393
NODE_11622_length_7604_cov_6.015499_4,lysis,0.5310286,0.07734432816505432
NODE_11643_length_10445_cov_5.232146_10,unknown,0.9762146,
NODE_11643_length_10445_cov_5.232146_2,unknown,0.9279163,0.16364364326000214
NODE_1165_length_35663_cov_8.667322_1,tail,0.7822913,
NODE_1165_length_35663_cov_8.667322_10,tail,0.55142117,0.027478575706481934
NODE_1165_length_35663_cov_8.667322_11,unknown,0.41462022,0.07193619012832642
NODE_1165_length_35663_cov_8.667322_12,unknown,0.9717523,0.007631629705429077
NODE_1165_length_35663_cov_8.667322_13,unknown,0.681218,1.5798042340975371e-06
NODE_1165_length_35663_cov_8.667322_14,unknown,0.98748744,0.00036650896072387695
NODE_1165_length_35663_cov_8.667322_15,unknown,0.9310023,5.960464477539063e-08
NODE_1165_length_35663_cov_8.667322_16,unknown,0.8967614,9.42432194506182e-08
NODE_1165_length_35663_cov_8.667322_17,unknown,0.46660715,5.515443035619683e-07
NODE_1165_length_35663_cov_8.667322_18,unknown,0.85692596,4.480271513784828e-07
NODE_1165_length_35663_cov_8.667322_2,"DNA, RNA and nucleotide metabolism",0.50994325,
NODE_1165_length_35663_cov_8.667322_21,tail,0.94401914,
NODE_1165_length_35663_cov_8.667322_22,tail,0.48255152,
NODE_1165_length_35663_cov_8.667322_24,unknown,0.79377455,0.005940556526184082
NODE_1165_length_35663_cov_8.667322_26,head and packaging,0.9986805,4.9322850827593356e-05
NODE_1165_length_35663_cov_8.667322_27,head and packaging,0.9999979,2.980232238769531e-07
NODE_1165_length_35663_cov_8.667322_28,"DNA, RNA and nucleotide metabolism",0.9999927,
NODE_1165_length_35663_cov_8.667322_29,"DNA, RNA and nucleotide metabolism",0.98565686,0.001865476369857788
NODE_1165_length_35663_cov_8.667322_3,unknown,0.13098101,
NODE_1165_length_35663_cov_8.667322_30,unknown,0.9948956,
NODE_1165_length_35663_cov_8.667322_31,unknown,0.9753731,5.960464477539063e-08
NODE_1165_length_35663_cov_8.667322_32,"DNA, RNA and nucleotide metabolism",0.28055722,4.76837158203125e-07
NODE_1165_length_35663_cov_8.667322_32,other,0.71273506,4.76837158203125e-07
NODE_1165_length_35663_cov_8.667322_33,unknown,0.88318866,0.021328508853912354
NODE_1165_length_35663_cov_8.667322_34,transcription regulation,0.99706393,0.0
NODE_1165_length_35663_cov_8.667322_35,unknown,0.9957446,0.0008819401264190674
NODE_1165_length_35663_cov_8.667322_4,unknown,0.994132,
NODE_1165_length_35663_cov_8.667322_5,tail,0.91792005,
NODE_1165_length_35663_cov_8.667322_6,tail,0.7247958,0.039212971925735474
NODE_1165_length_35663_cov_8.667322_7,unknown,0.64030933,0.018538862466812134
NODE_1165_length_35663_cov_8.667322_8,unknown,0.36804634,0.05238628387451172
NODE_1165_length_35663_cov_8.667322_9,tail,0.9992552,0.0002555549144744873
NODE_11684_length_10193_cov_4.101894_1,unknown,0.99871254,
NODE_11684_length_10193_cov_4.101894_11,other,0.7912524,
NODE_11684_length_10193_cov_4.101894_7,unknown,0.98117954,0.010100207291543484
NODE_11684_length_10193_cov_4.101894_8,unknown,0.81557745,
NODE_11684_length_10193_cov_4.101894_9,unknown,0.90473056,0.07864388823509216
NODE_11699_length_3481_cov_2.303853_3,head and packaging,0.5826497,0.3210209310054779
NODE_1177_length_17821_cov_27.968817_11,head and packaging,0.9999993,8.708678933544434e-07
NODE_1177_length_17821_cov_27.968817_16,unknown,0.99718076,0.0013268955517560244
NODE_1177_length_17821_cov_27.968817_18,tail,0.99552035,
NODE_1177_length_17821_cov_27.968817_8,unknown,0.96792316,0.012630073353648186
NODE_1182_length_19101_cov_5.377927_1,unknown,0.96730965,2.190014498637538e-07
NODE_1182_length_19101_cov_5.377927_11,unknown,0.90872604,0.04583967104554176
NODE_1182_length_19101_cov_5.377927_12,unknown,0.8202636,1.0049172942672158e-06
NODE_1182_length_19101_cov_5.377927_14,unknown,0.630427,0.09971702843904495
NODE_1182_length_19101_cov_5.377927_15,tail,0.7054675,0.13597485423088074
NODE_1182_length_19101_cov_5.377927_16,unknown,0.6928531,0.14691022038459778
NODE_1182_length_19101_cov_5.377927_9,head and packaging,0.45367453,0.1900174915790558
NODE_1184_length_31232_cov_6.046156_1,unknown,0.9598156,
NODE_1184_length_31232_cov_6.046156_11,unknown,0.985984,
NODE_1184_length_31232_cov_6.046156_12,unknown,0.99554175,
NODE_1184_length_31232_cov_6.046156_13,unknown,0.7980954,
NODE_1184_length_31232_cov_6.046156_17,head and packaging,0.9999809,5.690812395187095e-05
NODE_1184_length_31232_cov_6.046156_2,unknown,0.99730635,
NODE_1184_length_31232_cov_6.046156_20,unknown,0.81523675,
NODE_1184_length_31232_cov_6.046156_22,unknown,0.9146274,0.05678766220808029
NODE_1184_length_31232_cov_6.046156_28,unknown,0.85420686,0.021810587495565414
NODE_1184_length_31232_cov_6.046156_29,head and packaging,0.44170496,
NODE_1184_length_31232_cov_6.046156_3,unknown,0.92783034,
NODE_1184_length_31232_cov_6.046156_30,unknown,0.9904328,
NODE_1184_length_31232_cov_6.046156_4,unknown,0.9402058,0.042310357093811035
NODE_1184_length_31232_cov_6.046156_5,unknown,0.6058806,0.19808951020240784
NODE_1184_length_31232_cov_6.046156_6,"DNA, RNA and nucleotide metabolism",0.32989588,0.19759956002235413
NODE_1184_length_31232_cov_6.046156_6,other,0.6454063,0.2046627551317215
NODE_11879_length_3833_cov_36.530969_1,unknown,0.9929495,0.00038430094718933105
NODE_11879_length_3833_cov_36.530969_2,head and packaging,0.66837114,0.274513840675354
NODE_11_length_136954_cov_5.953732_1,unknown,0.99561405,
NODE_11_length_136954_cov_5.953732_10,unknown,0.83050257,
NODE_11_length_136954_cov_5.953732_100,unknown,0.9818183,0.005370876286178827
NODE_11_length_136954_cov_5.953732_101,other,0.99763286,0.0017627864144742489
NODE_11_length_136954_cov_5.953732_103,"moron, auxiliary metabolic gene and host takeover",0.98794144,0.0062718018889427185
NODE_11_length_136954_cov_5.953732_104,"moron, auxiliary metabolic gene and host takeover",0.9932574,0.0026403339579701424
NODE_11_length_136954_cov_5.953732_105,"moron, auxiliary metabolic gene and host takeover",0.9562346,
NODE_11_length_136954_cov_5.953732_107,"moron, auxiliary metabolic gene and host takeover",0.95550084,0.040760546922683716
NODE_11_length_136954_cov_5.953732_108,"moron, auxiliary metabolic gene and host takeover",0.98289204,
NODE_11_length_136954_cov_5.953732_109,"moron, auxiliary metabolic gene and host takeover",0.9940678,
NODE_11_length_136954_cov_5.953732_11,unknown,0.97738224,
NODE_11_length_136954_cov_5.953732_112,unknown,0.8647813,0.05934160575270653
NODE_11_length_136954_cov_5.953732_113,"moron, auxiliary metabolic gene and host takeover",0.9625288,0.012262135744094849
NODE_11_length_136954_cov_5.953732_114,unknown,0.82564193,
NODE_11_length_136954_cov_5.953732_115,unknown,0.9335245,
NODE_11_length_136954_cov_5.953732_116,"moron, auxiliary metabolic gene and host takeover",0.6944927,0.2227308601140976
NODE_11_length_136954_cov_5.953732_121,other,0.9178492,
NODE_11_length_136954_cov_5.953732_122,"DNA, RNA and nucleotide metabolism",0.99987304,0.00022644067939836532
NODE_11_length_136954_cov_5.953732_123,unknown,0.9943154,0.002203152747824788
NODE_11_length_136954_cov_5.953732_125,"moron, auxiliary metabolic gene and host takeover",0.73751074,
NODE_11_length_136954_cov_5.953732_128,other,0.99715936,0.0020530212204903364
NODE_11_length_136954_cov_5.953732_129,"moron, auxiliary metabolic gene and host takeover",0.8228168,
NODE_11_length_136954_cov_5.953732_13,unknown,0.93268293,
NODE_11_length_136954_cov_5.953732_132,unknown,0.9936138,
NODE_11_length_136954_cov_5.953732_133,unknown,0.9136246,0.07771974056959152
NODE_11_length_136954_cov_5.953732_135,"moron, auxiliary metabolic gene and host takeover",0.8546493,0.12342390418052673
NODE_11_length_136954_cov_5.953732_138,unknown,0.9869328,0.014473667368292809
NODE_11_length_136954_cov_5.953732_139,unknown,0.87390375,0.08019711822271347
NODE_11_length_136954_cov_5.953732_14,unknown,0.9975975,
NODE_11_length_136954_cov_5.953732_140,unknown,0.9258928,
NODE_11_length_136954_cov_5.953732_141,unknown,0.77961344,
NODE_11_length_136954_cov_5.953732_142,unknown,0.9576157,0.003008905565366149
NODE_11_length_136954_cov_5.953732_145,tail,0.97953355,
NODE_11_length_136954_cov_5.953732_148,unknown,0.99530506,
NODE_11_length_136954_cov_5.953732_149,unknown,0.60952044,
NODE_11_length_136954_cov_5.953732_15,unknown,0.0019992003,
NODE_11_length_136954_cov_5.953732_151,transcription regulation,0.99976784,0.00019417761359363794
NODE_11_length_136954_cov_5.953732_153,unknown,0.784815,
NODE_11_length_136954_cov_5.953732_154,unknown,0.94348216,
NODE_11_length_136954_cov_5.953732_155,unknown,0.9872677,
NODE_11_length_136954_cov_5.953732_156,unknown,0.960799,
NODE_11_length_136954_cov_5.953732_157,unknown,0.8049337,
NODE_11_length_136954_cov_5.953732_158,lysis,0.9794547,0.015236971899867058
NODE_11_length_136954_cov_5.953732_159,unknown,0.686714,
NODE_11_length_136954_cov_5.953732_16,unknown,0.94583696,
NODE_11_length_136954_cov_5.953732_161,"moron, auxiliary metabolic gene and host takeover",0.83137506,0.1342417448759079
NODE_11_length_136954_cov_5.953732_162,unknown,0.999052,
NODE_11_length_136954_cov_5.953732_163,other,0.9912439,0.003962984774261713
NODE_11_length_136954_cov_5.953732_168,unknown,0.9843555,
NODE_11_length_136954_cov_5.953732_169,unknown,0.842256,
NODE_11_length_136954_cov_5.953732_170,other,0.999935,5.538823825190775e-05
NODE_11_length_136954_cov_5.953732_171,unknown,0.99881005,0.0014122005086392164
NODE_11_length_136954_cov_5.953732_173,unknown,0.9659407,0.03211734816431999
NODE_11_length_136954_cov_5.953732_175,unknown,0.73566973,
NODE_11_length_136954_cov_5.953732_176,unknown,0.88957024,
NODE_11_length_136954_cov_5.953732_177,"moron, auxiliary metabolic gene and host takeover",0.72922,0.07243108749389648
NODE_11_length_136954_cov_5.953732_178,unknown,0.97908807,
NODE_11_length_136954_cov_5.953732_18,unknown,0.8238211,
NODE_11_length_136954_cov_5.953732_180,unknown,0.99052155,
NODE_11_length_136954_cov_5.953732_182,"moron, auxiliary metabolic gene and host takeover",0.99645734,
NODE_11_length_136954_cov_5.953732_183,unknown,0.6905589,
NODE_11_length_136954_cov_5.953732_184,unknown,0.3863118,0.1783464103937149
NODE_11_length_136954_cov_5.953732_19,unknown,0.90893024,
NODE_11_length_136954_cov_5.953732_20,unknown,0.9997294,9.742379916133359e-05
NODE_11_length_136954_cov_5.953732_22,unknown,0.8346742,0.15717995166778564
NODE_11_length_136954_cov_5.953732_25,unknown,0.99757296,0.0035673396196216345
NODE_11_length_136954_cov_5.953732_26,unknown,0.99714065,
NODE_11_length_136954_cov_5.953732_27,unknown,0.9709407,
NODE_11_length_136954_cov_5.953732_28,unknown,0.87002265,
NODE_11_length_136954_cov_5.953732_29,unknown,0.9943817,
NODE_11_length_136954_cov_5.953732_30,other,0.55783045,0.2946442663669586
NODE_11_length_136954_cov_5.953732_31,unknown,0.98743874,
NODE_11_length_136954_cov_5.953732_32,unknown,0.84307957,0.04770876467227936
NODE_11_length_136954_cov_5.953732_34,"moron, auxiliary metabolic gene and host takeover",0.8546455,
NODE_11_length_136954_cov_5.953732_36,unknown,0.999666,
NODE_11_length_136954_cov_5.953732_37,"moron, auxiliary metabolic gene and host takeover",0.9144838,
NODE_11_length_136954_cov_5.953732_38,unknown,0.98874795,
NODE_11_length_136954_cov_5.953732_39,unknown,0.97414285,
NODE_11_length_136954_cov_5.953732_4,unknown,0.9827444,
NODE_11_length_136954_cov_5.953732_40,unknown,0.985532,
NODE_11_length_136954_cov_5.953732_41,"moron, auxiliary metabolic gene and host takeover",0.9903229,
NODE_11_length_136954_cov_5.953732_42,unknown,0.99951816,
NODE_11_length_136954_cov_5.953732_43,unknown,0.83625597,
NODE_11_length_136954_cov_5.953732_48,unknown,0.9580144,
NODE_11_length_136954_cov_5.953732_52,head and packaging,0.99999946,3.3962444945245807e-07
NODE_11_length_136954_cov_5.953732_57,unknown,0.9966054,0.0
NODE_11_length_136954_cov_5.953732_59,tail,0.9035935,0.003051578998565674
NODE_11_length_136954_cov_5.953732_60,other,0.75931334,0.055779099464416504
NODE_11_length_136954_cov_5.953732_61,unknown,0.7096599,0.27145475149154663
NODE_11_length_136954_cov_5.953732_63,unknown,0.9043877,0.004510336089879274
NODE_11_length_136954_cov_5.953732_64,tail,0.60145396,0.167106032371521
NODE_11_length_136954_cov_5.953732_7,unknown,0.9921225,0.004558980464935303
NODE_11_length_136954_cov_5.953732_70,unknown,0.3737372,0.2623845040798187
NODE_11_length_136954_cov_5.953732_75,unknown,0.6594908,0.13370050489902496
